num,tokens
10,"['berlin', 'cheer', 'anti-nazi', 'film', 'german', 'movie', 'anti-nazi', 'resistance', 'heroine', 'draw', 'loud', 'applause', 'berlin', 'film', 'festival', 'sophie', 'scholl', 'final', 'day', 'portray', 'final', 'day', 'member', 'white', 'rise', 'movement', 'scholl', '21', 'arrest', 'behead', 'brother', 'hans', '1943', 'distribute', 'leaflet', 'condemn', 'abhorrent', 'tyranny', 'adolf', 'hitler', 'director', 'marc', 'rothemund', 'say', ':', 'feeling', 'responsibility', 'keep', 'legacy', 'scholls', 'go', 'must', 'somehow', 'keep', 'idea', 'alive', 'add', 'film', 'draw', 'transcript', 'Gestapo', 'interrogation', 'scholl', 'trial', 'preserve', 'archive', 'communist', 'east', 'germany', 'secret', 'police', 'discovery', 'inspiration', 'behind', 'film', 'rothemund', 'work', 'closely', 'survive', 'relative', 'include', 'one', 'scholl', 'sister', 'ensure', 'historical', 'accuracy', 'film', 'scholl', 'member', 'white', 'rise', 'resistance', 'group', 'first', 'start', 'distribute', 'anti-nazi', 'leaflet', 'summer', '1942.', 'arrest', 'drop', 'leaflet', 'munich', 'university', 'call', 'day', 'reckoning', 'adolf', 'hitler', 'regime', 'film', 'focus', 'six', 'day', 'scholl', 'arrest', 'intense', 'trial', 'see', 'scholl', 'initially', 'deny', 'charge', 'end', 'defiant', 'appearance', 'one', 'three', 'german', 'film', 'vie', 'top', 'prize', 'festival', 'south', 'african', 'film', 'version', 'bizet', 'tragic', 'opera', 'carman', 'shoot', 'cape', 'town', 'xhosa', 'language', 'also', 'premier', 'berlin', 'festival', 'film', 'entitle', 'u-carmen', 'ekhayelitsha', 'carman', 'khayelitsha', 'township', 'story', 'set', 'perform', '40-strong', 'music', 'theatre', 'troupe', 'debut', 'film', 'performance', 'film', 'first', 'south', 'african', 'feature', '25', 'year', 'second', 'nominate', 'golden', 'bear', 'award']"
11,"['virgin', 'blue', 'share', 'plummet', '20', '%', 'share', 'Australian', 'budget', 'airline', 'virgin', 'blue', 'plunge', '20', '%', 'warn', 'steep', 'fall', 'full', 'year', 'profit', 'virgin', 'blue', 'say', 'profit', 'tax', 'year', 'march', 'would', '10', '%', '15', '%', 'low', 'previous', 'year', 'sluggish', 'demand', 'report', 'previously', 'November', 'December', '2004', 'continue', 'say', 'virgin', 'blue', 'chief', 'executive', 'brett', 'godfrey', 'virgin', 'blue', '25', '%', 'Richard', 'Branson', 'struggle', 'fend', 'pressure', 'rival', 'jetstar', 'cut', 'full', 'year', 'passenger', 'number', 'forecast', 'approximately', '2.5', '%', 'virgin', 'blue', 'report', '22', '%', 'fall', 'first', 'quarter', 'profit', 'august', '2004', 'due', 'tough', 'competition', 'november', 'first', 'half', 'profit', 'due', 'slack', 'demand', 'rise', 'fuel', 'cost', 'virgin', 'blue', 'launch', 'four', 'year', 'ago', 'roughly', 'one', 'third', 'australia', 'domestic', 'airline', 'market', 'national', 'carrier', 'qantas', 'fight', 'back', 'budget', 'airline', 'jetstar', 'take', 'sky', 'may', '2004.', 'sydney-listed', 'virgin', 'blue', 'share', 'recover', 'slightly', 'close', '12', '%', 'Wednesday', 'share', 'major', 'shareholder', 'patrick', 'corporation', '46', '%', 'virgin', 'blue', 'drop', '31', '%', 'close']"
12,"['crude', 'oil', 'price', 'back', '$', '50', 'cold', 'weather', 'across', 'part', 'unite', 'state', 'much', 'europe', 'push', 'us', 'crude', 'oil', 'price', '$', '50', 'barrel', 'first', 'time', 'almost', 'three', 'month', 'freezing', 'temperature', 'heavy', 'snowfall', 'increase', 'demand', 'heat', 'fuel', 'us', 'stock', 'low', 'fresh', 'fall', 'value', 'dollar', 'help', 'carry', 'price', '$', '50', 'mark', 'first', 'time', 'since', 'November', 'barrel', 'us', 'crude', 'oil', 'close', '$', '2.80', '$', '51.15', 'new', 'york', 'Tuesday', 'opec', 'member', 'say', 'Tuesday', 'see', 'reason', 'cut', 'output', 'although', 'last', 'year', 'peak', '$', '55.67', 'barrel', 'reach', 'October', 'price', 'well', '2004', 'average', '$', '41.48', 'brent', 'crude', 'also', 'rise', 'london', 'trading', 'add', '$', '1.89', '$', '48.62', 'close', 'much', 'western', 'europe', 'north', 'east', 'america', 'shiver', 'unseasonably', 'low', 'temperature', 'recent', 'day', 'decline', 'us', 'dollar', 'five-week', 'low', 'euro', 'also', 'serve', 'inflate', 'price', 'dollar', 'move', 'sharply', 'overnight', 'oil', 'follow', 'say', 'chris', 'furness', 'senior', 'market', 'strategist', '4cast', 'dollar', 'continue', 'weaken', 'oil', 'obviously', 'high', 'several', 'opec', 'member', 'say', 'cut', 'production', 'unlikely', 'cite', 'rise', 'price', 'strong', 'demand', 'oil', 'Asia', 'agree', 'need', 'cut', 'supply', 'price', 'much', 'Fathi', 'bin', 'shatwan', 'Libya', 'oil', 'minister', 'tell', 'reuters', 'think', 'need', 'cut', 'unless', 'price', 'fall', '$', '35', 'barrel', 'add', 'opec', 'closely', 'watch', 'global', 'stock', 'ensure', 'excessive', 'supply', 'market', 'arrival', 'spring', 'northern', 'hemisphere', 'focus', 'attention', 'stockpile', 'us', 'crude', 'gasoline', '9', '%', 'high', 'time', 'last', 'year', 'heavy', 'stockpile', 'could', 'help', 'force', 'price', 'lower', 'demand', 'ease']"
13,"['hague', 'give', 'pm', 'ambition', 'former', 'conservative', 'leader', 'William', 'Hague', 'say', 'stand', 'leadership', 'give', 'ambition', 'prime', 'minister', 'Mr', 'Hague', '43', 'tell', 'daily', 'telegraph', 'would', 'find', 'life', 'dominate', 'politics', 'bore', 'unfulfill', 'Mr', 'hague', 'step', 'party', '2001', 'election', 'defeat', 'rule', 'return', 'front', 'bench', 'also', 'tell', 'paper', 'hope', 'remain', 'mp', 'richmond', 'north', 'york', 'start', 'family', 'wife', 'ffion', 'Mr', 'hague', 'recently', 'publish', 'biography', 'William', 'Pitt', 'young', 'also', 'say', 'want', 'continue', 'write', 'book', 'speech-writing', 'tell', 'newspaper', ':', 'know', 'whether', 'ever', 'go', 'back', 'front', 'rush', 'ask', 'would', 'stand', 'leadership', 'Mr', 'hague', 'reply', ':', 'definitely', 'determination', 'stay', 'away', 'central', 'role', 'disappoint', 'senior', 'conservative', 'member', 'say', 'party', 'need', 'tim', 'collins', 'shadow', 'education', 'secretary', 'say', 'last', 'week', 'would', 'huge', 'boost', 'party', 'Mr', 'hague', 'return', 'front', 'bench', 'Mr', 'hague', 'become', 'mp', '27', 'leader', 'opposition', '36.', 'say', ':', 'feel', 'fortunate', 'age', '40', 'cram', 'entire', 'political', 'career', 'cabinet', 'leader', 'party', 'branch', 'thing', '...', 'liberate', 'feeling', 'Mr', 'hague', 'add', 'may', 'misjudge', 'ambition', 'prime', 'minister', 'maybe', 'drive', 'politics', 'think', 'say']"
14,"['moya', 'emotional', 'davis', 'cup', 'win', 'carlos', 'moya', 'describe', 'spain', 'davis', 'cup', 'victory', 'highlight', 'career', 'beat', 'andy', 'roddick', 'end', 'usa', 'challenge', 'seville', 'Moya', 'make', 'miss', 'spain', '2000', 'victory', 'injury', 'beat', 'Roddick', '6-2', '7-6', '7-1', '7-6', '7-5', 'give', 'host', 'unassailable', '3-1', 'lead', 'wake', 'many', 'night', 'dream', 'day', 'say', 'moya', 'energy', 'focus', 'today', 'live', 'today', 'think', 'live', 'spain', 'davis', 'cup', 'title', 'come', 'two', 'year', 'ago', 'valencia', 'beat', 'australia', 'Moya', 'nickname', 'charly', 'admit', ':', 'davis', 'cup', 'dream', 'bit', 'nervous', 'outset', 'people', 'say', 'obsess', 'think', 'well', 'way', 'help', 'reach', 'goal', 'obsess', 'really', 'incredible', 'get', 'winning', 'point', 'really', 'something', 'Spanish', 'captain', 'Jordi', 'arrese', 'say', ':', 'charly', 'play', 'great', 'game', 'opportunity', 'let', 'us', 'lose', 'three', 'time', 'roddick', 'day', 'beat', 'wait', 'year', 'position', 'spain', 'victory', 'also', 'remarkable', 'performance', 'Rafael', 'nadal', 'beat', 'roddick', 'opening', 'single', 'age', '18', 'year', '185', 'day', 'mallorcan', 'become', 'young', 'player', 'win', 'davis', 'cup', 'great', 'way', 'finish', 'year', 'say', 'nadal', 'afterwards', 'us', 'coach', 'patrick', 'mcenroe', 'want', 'roddick', 'rest', 'team', 'play', 'tennis', 'clay', 'hone', 'skill', 'surface', 'think', 'help', 'guy', 'even', 'slow', 'hard', 'court', 'learn', 'mix', 'thing', 'little', 'bit', 'play', 'little', 'bit', 'smarter', 'tactically', 'well', 'obviously', 'unrealistic', 'say', 'go', 'start', 'play', 'constantly', 'clay', 'schedule', 'certainly', 'think', 'put', 'work', 'appropriate', 'time', 'play', 'couple', 'event', 'play', 'guy', 'good', 'stuff', 'say', 'mcenroe', 'roddick', 'leave', 'frustrate', 'lose', 'single', 'slow', 'clay', 'seville', 'Olympic', 'stadium', 'tough', 'feel', 'like', 'whole', 'time', 'one', 'top', 'three', 'clay-courters', 'world', 'say', 'American', 'chance', 'convert', 'bottom', 'line', 'good', 'us', 'weekend', 'come', 'take', 'care', 'business', 'beat', 'us', 'simple']"
15,"['Korean', 'credit', 'card', 'firm', 'rescue', 'south', 'korea', 'large', 'credit', 'card', 'firm', 'avert', 'liquidation', 'follow', 'one', 'trillion', '$', '960m', ';', '¬', '£', '499m', 'bail-out', 'lg', 'card', 'threaten', 'collapse', 'huge', 'debt', 'firm', 'creditor', 'former', 'parent', 'step', 'rescue', 'consortium', 'creditor', 'lg', 'group', 'family', 'conglomerate', 'put', '$', '480m', 'stabilise', 'firm', 'lg', 'card', 'seven', 'million', 'customer', 'collapse', 'would', 'send', 'shockwave', 'country', 'economy', 'firm', 'creditor', '99', '%', 'lg', 'card', 'try', 'agree', 'deal', 'secure', 'future', 'several', 'week', 'take', 'control', 'company', 'January', 'avoid', 'bankruptcy', '$', '4.5bn', 'bail-out', 'threaten', 'delist', 'company', 'move', 'would', 'trigger', 'massive', 'debt', 'redemption', 'force', 'company', 'bankruptcy', 'unless', 'agreement', 'reach', 'future', 'funding', 'lg', 'card', 'need', 'financial', 'aid', 'laah', 'chong-gyu', 'executive', 'director', 'korea', 'development', 'bank', 'one', 'firm', 'creditor', 'say', 'agreement', 'see', '12', 'trillion', 'win', 'debt', 'convert', 'equity', 'purpose', 'capital', 'injection', 'avoid', 'delisting', 'goal', 'meet', 'david', 'kim', 'analyst', 'sejong', 'security', 'tell', 'reuters', 'south', 'korea', 'consumer', 'credit', 'market', 'slowly', 'recover', 'crisis', '2002', 'credit', 'bubble', 'burst', 'million', 'consumer', 'fall', 'behind', 'debt', 'repayment', 'lg', 'card', 'return', 'profit', 'September', 'need', 'capital', 'avoid', 'throw', 'market', 'south', 'korea', 'stock', 'exchange', 'delist', 'firm', 'debt', 'exceed', 'asset', 'two', 'year', 'run']"
16,"['howard', 'back', 'stem', 'cell', 'research', 'Michael', 'Howard', 'back', 'stem', 'cell', 'research', 'say', 'important', 'people', 'frighten', 'future', 'controversial', 'issue', 'feature', 'recent', 'us', 'presidential', 'election', 'george', 'bush', 'oppose', 'extend', 'Tory', 'leader', 'argue', 'moral', 'case', 'embrace', 'science', 'could', 'help', 'victim', 'Alzheimer', 'parkinson', 'motor', 'neurone', 'disease', 'believe', 'duty', 'offer', 'hope', 'million', 'people', 'suffer', 'devastating', 'illness', 'say', 'use', 'embryonic', 'stem', 'cell', 'uk', 'already', 'allow', 'stem', 'cell', 'master', 'cell', 'ability', 'develop', 'body', 'tissue', 'type', 'scientist', 'hope', 'grow', 'cell', 'laboratory', 'programme', 'form', 'specific', 'tissue', 'kidney', 'heart', 'even', 'brain', 'tissue', 'Mr', 'Howard', 'acknowledge', 'genuine', 'concern', 'stem', 'cell', 'research', 'argue', ':', 'frighten', 'change', 'nostalgic', 'past', 'must', 'optimistic', 'future', 'politician', 'must', 'create', 'right', 'framework', 'great', 'potential', 'science', 'harness', 'benefit', 'mankind', 'life', 'expectancy', 'average', 'Briton', 'around', 'mid-70s', 'society', 'responsibility', 'enhance', 'quality', 'people', 'life', 'grow', 'old', 'know', 'many', 'people', 'concern', 'stem-cell', 'research', 'fearful', 'meddle', 'see', 'stuff', 'soul', 'respect', 'concern', 'also', 'believe', 'duty', 'offer', 'hope', 'million', 'people', 'suffer', 'devastating', 'illness', 'like', 'parkinson', 'multiple', 'sclerosis', 'motor', 'neurone', 'disease', 'Alzheimer', 'see', 'paper', 'today', 'possibly', 'heart', 'problem', 'Mr', 'Howard', 'acknowledge', 'easy', 'answer', 'issue', 'necessary', 'courage', 'know', 'morally', 'right', 'add', ':', 'course', 'stem', 'cell', 'still', 'recent', 'discovery', 'research', 'need', 'must', 'look', 'potential', 'responsible', 'grown-up', 'way', 'hope', 'million', 'people', 'rest', 'could', 'achieve', 'former', 'superman', 'actor', 'late', 'christopher', 'reeve', 'advocate', 'research', 'paralyse', 'horse', 'ride', 'accident', 'Mr', 'howard', 'make', 'remark', 'speech', 'westminster', 'conservative', 'national', 'woman', 'committee', 'ambition', 'value']"
17,"['connors', 'boost', 'British', 'tennis', 'former', 'world', 'number', 'one', 'jimmy', 'connors', 'plan', 'long-term', 'relationship', 'lawn', 'tennis', 'association', 'help', 'unearth', 'next', 'tim', 'henman', 'American', 'spend', 'three', 'day', 'lta', 'annual', 'elite', 'performance', 'winter', 'camp', 'la', 'manga', 'earlier', 'week', 'britain', 'right', 'attitude', 'say', 'connors', 'involved', 'lta', 'well', 'short-term', 'arrangement', 'confusing', 'kid', 'ask', ':', 'lta', 'chief', 'executive', 'john', 'Crowther', 'add', ':', 'relationship', 'jimmy', 'already', 'start', 'develop', 'coach', 'player', 'say', 'us', 'like', 'want', 'use', 'jimmy', 'number', 'week', 'year', 'hope', 'beginning', 'good', 'long-term', 'relationship', 'camp', 'play', 'host', '30', 'lead', 'senior', 'junior', 'player', 'include', 'Greg', 'rusedski', 'arvind', 'Parmar', 'Anne', 'keothavong', 'la', 'manga', 'amazing', 'site', 'take', 'bunch', 'kid', 'want', 'well', 'say', 'connors', 'speak', 'queen', 'club', 'london', 'impress', 'coach', 'way', 'kid', 'go', 'workout', 'feeling', 'put', 'every', 'practice', 'interesting', 'see', 'kid', '15', '16', '17', 'desire', 'passion', 'bring', 'coach', 'surround', 'instill', 'importance', 'work', 'practice', 'something', 'buy', 'know', 'give', 'give', 'back', 'effort', 'every', 'minute', 'practice', 'speak', 'la', 'manga', 'lta', 'performance', 'director', 'david', 'felgate', 'tell', 'bbc', 'sport', ':', 'jimmy', 'fantastic', 'player', 'coach', 'humble', 'consider', 'achieve', 'work', 'coach', 'hopefully', 'grow', 'get', 'individual', 'relationship', 'player', 'get', 'know', 'make', 'clear', 'word', 'go', 'want', 'short-term', '52-week-a-year', 'job', 'life', 'passion', 'coach', 'respect', 'want', 'involve', 'real', 'input', 'would', 'stake', 'reputation', 'something', 'go', 'successful', 'connors', 'also', 'agree', 'commentate', 'bbc', 'next', 'year', 'wimbledon', 'championship', 'work', 'second', 'week', 'tournament']"
18,"['Japanese', 'banking', 'battle', 'end', 'japan', 'sumitomo', 'mitsui', 'financial', 'withdraw', 'takeover', 'offer', 'rival', 'bank', 'ufj', 'holding', 'enable', 'latter', 'merge', 'mitsubishi', 'tokyo', 'sumitomo', 'boss', 'tell', 'counterpart', 'ufj', 'decision', 'Friday', 'clear', 'way', 'conclude', '3', 'trillion', 'yen', '$', '29bn', 'deal', 'Mitsubishi', 'deal', 'would', 'create', 'world', 'big', 'bank', 'asset', '189', 'trillion', 'yen', '$', '1.8', 'trillion', 'sumitomo', 'exit', 'end', 'high', 'profile', 'fight', 'Japanese', 'bank', 'history', 'ufj', 'holding', 'japan', 'fourth-largest', 'bank', 'centre', 'fierce', 'bid', 'battle', 'last', 'year', 'Sumitomo', 'japan', 'third-largest', 'bank', 'table', 'high', 'offer', 'ufj', 'rival', 'value', 'company', '$', '35bn', 'however', 'ufj', 'management', 'know', 'prefer', 'offer', 'Mitsubishi', 'Tokyo', 'financial', 'group', 'mtfg', 'japan', 'second-largest', 'bank', 'concern', 'also', 'raise', 'sumitomo', 'ability', 'absorb', 'ufj', 'former', 'admit', 'defeat', 'believe', 'market', 'investor', 'accept', 'ufj-mtfg', 'merger', 'sumitomo', 'say', 'statement', 'give', 'ongoing', 'integration', 'ufj', 'mtfg', 'operation', 'persist', 'proposal', 'may', 'good', 'interest', 'shareholder', 'ufj', 'Mitsubishi', 'takeover', 'ufj', 'japan', 'largest-ever', 'takeover', 'deal', 'still', 'approve', 'shareholder', 'two', 'firm', 'however', 'expect', 'formality', 'Sumitomo', 'may', 'turn', 'attention', 'deepen', 'tie', 'Daiwa', 'security', 'another', 'Japanese', 'financial', 'firm', 'two', 'set', 'merge', 'venture', 'capital', 'operation', 'speculation', 'could', 'lead', 'full-blown', 'merger', 'Japanese', 'bank', 'increasingly', 'seek', 'alliance', 'boost', 'profit']"
19,"['game', 'maker', 'fight', 'survival', 'one', 'britain', 'large', 'independent', 'game', 'maker', 'Argonaut', 'game', 'put', 'sale', 'London-based', 'company', 'behind', 'harry', 'potter', 'game', 'sack', '100', 'employee', 'due', 'severe', 'cash', 'crisis', 'administrator', 'tell', 'bbc', 'news', 'online', 'sell', 'Argonaut', 'way', 'save', 'run', 'cash', 'Argonaut', 'warn', 'low', 'cash', '10', 'day', 'ago', 'share', 'suspend', 'trading', 'london', 'stock', 'exchange', 'Argonaut', 'make', 'game', '18', 'year', 'one', 'large', 'independent', 'game', 'developer', 'uk', 'along', 'headquarters', 'north', 'london', 'operate', 'studio', 'cambridge', 'sheffield', 'Argonaut', 'behind', 'harry', 'potter', 'game', 'provide', 'healthy', 'flow', 'cash', 'company', 'like', 'software', 'developer', 'Argonaut', 'need', 'constant', 'flow', 'deal', 'publisher', 'sign', 'trouble', 'emerge', 'august', 'warn', 'head', 'loss', '¬', '£', '6m', 'financial', 'year', 'due', 'delay', 'sign', 'new', 'contract', 'game', 'new', 'deal', 'delay', 'lead', 'Argonaut', 'warn', 'mid-october', 'run', 'cash', 'suspend', 'trading', 'share', 'london', 'stock', 'exchange', 'part', 'cost-cutting', 'measure', '100', 'employee', 'fire', 'news', '¬', '£', '6m', 'loss', 'come', 'know', 'go', 'redundancy', 'say', 'jason', 'Parkinson', 'one', 'game', 'developer', 'sack', 'Argonaut', 'lot', 'people', 'suspect', 'Argonaut', 'trouble', 'time', 'tell', 'bbc', 'news', 'online', 'Mr', 'Parkinson', 'say', 'staff', 'tell', 'job', 'loss', 'necessary', 'save', 'Argonaut', 'go', 'start', 'year', 'company', 'employ', '268', 'people', 'late', 'round', 'cut', '80', 'staff', 'Argonaut', 'headquarters', 'edgware', 'north', 'london', '17', 'morpheme', 'office', 'Kentish', 'town', 'london', '22', 'add', 'monster', 'base', 'cambridge', 'Argonaut', 'call', 'administrator', 'david', 'rubin', '&', 'partner', 'Friday', 'find', 'way', 'rescue', 'company', 'collapse', 'spend', 'weekend', 'go', 'company', 'finance', 'conclude', 'way', 'save', 'business', 'put', 'sale', 'administrator', 'tell', 'bbc', 'news', 'online', 'cost', 'restructuing', 'would', 'high', 'partly', 'overheads', 'company', 'four', 'premise', 'across', 'uk', 'say', 'hopeful', 'could', 'save', '110', 'job', 'sell', 'business', 'say', 'expression', 'interest', 'several', 'quarter', 'look', 'quick', 'sale', 'administrator', 'say', 'would', 'ensure', 'staff', 'make', 'redundant', 'would', 'receive', 'wage', 'redundancy', 'holiday', 'pay', 'due', 'hopefully', 'christmas']"
20,"['security', 'warning', 'fbi', 'virus', 'us', 'federal', 'bureau', 'investigation', 'warn', 'computer', 'virus', 'spread', 'via', 'e-mails', 'purport', 'fbi', 'e-mails', 'show', 'come', 'fbi.gov', 'address', 'tell', 'recipient', 'access', 'illegal', 'website', 'message', 'warn', 'Internet', 'use', 'monitor', 'fbi', 'Internet', 'fraud', 'complaint', 'center', 'attachment', 'e-mail', 'contain', 'virus', 'fbi', 'say', 'message', 'ask', 'recipient', 'click', 'attachment', 'answer', 'question', 'Internet', 'use', 'rather', 'questionnaire', 'attachment', 'contain', 'virus', 'infect', 'recipient', 'computer', 'accord', 'agency', 'clear', 'virus', 'infect', 'computer', 'user', 'warn', 'never', 'open', 'attachment', 'unsolicited', 'e-mails', 'people', 'know', 'recipient', 'similar', 'solicitation', 'know', 'fbi', 'engage', 'practice', 'send', 'unsolicited', 'e-mail', 'public', 'manner', 'fbi', 'say', 'statement', 'bureau', 'investigate', 'phoney', 'e-mails', 'agency', 'earlier', 'month', 'shut', 'fbi.gov', 'account', 'use', 'communicate', 'public', 'security', 'breach', 'spokeswoman', 'say', 'two', 'incident', 'appear', 'unrelated']"
21,"['halo', '2', 'herald', 'traffic', 'explosion', 'grow', 'popularity', 'online', 'gaming', 'could', 'spell', 'problem', 'net', 'service', 'firm', 'warn', 'network', 'monitoring', 'company', 'sandvine', 'issue', 'warning', 'follow', 'analysis', 'show', 'traffic', 'xbox', 'game', 'network', 'increase', 'fourfold', 'launch', 'day', 'halo', '2.', '9', 'November', 'traffic', 'explosion', 'continue', 'December', 'say', 'sandvine', 'service', 'provider', 'need', 'make', 'sure', 'network', 'cope', 'increase', 'demand', 'bandwidth', 'well', 'popular', 'single-player', 'title', 'halo', '2', 'connect', 'microsoft', 'subscription-based', 'broadband', 'network', 'xbox', 'live', 'gamers', 'want', 'play', 'online', 'create', 'clan', 'team', 'take', 'see', 'well', 'compare', 'surge', 'number', 'huge', 'demand', 'bandwidth', 'wake-up', 'call', 'industry', 'must', 'ensure', 'network', 'cope', 'increase', 'traffic', 'say', 'sandvine', 'chief', 'technology', 'officer', 'marc', 'morin', 'bid', 'cope', 'ease', 'congestion', 'provider', 'increasingly', 'make', 'network', 'intelligent', 'finding', 'use', 'bandwidth', 'could', 'become', 'common', 'charge', 'people', 'amount', 'bandwidth', 'use', 'explosion', 'xbox', 'live', 'traffic', 'attribute', 'halo', '2', 'see', 'clarion', 'call', 'say', 'isps', 'need', 'enhance', 'broadband', 'experience', 'high-end', 'user', 'prioritising', 'reserve', 'bandwidth', 'game', 'add', 'one', 'main', 'factor', 'spoil', 'online', 'gaming', 'lag', 'noticeable', 'delay', 'game', 'click', 'mouse', 'keyboard', 'happen', 'online', 'gaming', 'world', 'gamers', 'tend', 'migrate', 'toward', 'network', 'low', 'lag', 'analyse', 'traffic', 'become', 'increasingly', 'important', 'service', 'provider', 'hold', 'bandwidth-hungry', 'gamers', 'say', 'lindsay', 'schroth', 'analyst', 'research', 'firm', 'Yankee', 'group', 'competitive', 'broadband', 'environment', 'operator', 'need', 'differentiate', 'way', 'offer', 'access', 'service', 'like', 'live-play', 'gaming', 'say', 'country', 'korea', 'high', 'level', 'fast', 'net', 'connection', 'home', 'online', 'gaming', 'hugely', 'popular']"
22,"['bate', 'seal', 'takeover', 'ken', 'bate', 'complete', 'takeover', 'leeds', 'unite', '73-year-old', 'former', 'chelsea', 'chairman', 'seal', 'deal', '0227', 'gmt', 'Friday', 'buy', '50', '%', 'stake', 'club', 'say', ':', 'delight', 'step', 'mantel', 'fantastic', 'club', 'recognise', 'leeds', 'great', 'club', 'fall', 'hard', 'time', 'lot', 'hard', 'work', 'ahead', 'get', 'club', 'back', 'belong', 'premiership', 'help', 'fan', 'everything', 'bate', 'buy', 'stake', 'guise', 'Geneva-based', 'company', 'know', 'forward', 'sport', 'fund', 'reveal', 'part', 'plan', 'buy', 'back', 'leeds', 'elland', 'road', 'stadium', 'thorp', 'arch', 'training', 'ground', 'due', 'course', 'go', 'tough', 'jon', 'first', 'task', 'stabilise', 'cash', 'flow', 'sort', 'remain', 'creditor', 'bate', 'add', 'light', 'end', 'long', 'tunnel', 'past', 'year', 'matter', 'firefight', 'start', 'run', 'club', 'outgoing', 'leeds', 'chairman', 'Gerald', 'Krasner', 'say', ':', 'deal', 'ensure', 'medium', 'long', 'term', 'survival', 'club', 'believe', 'Mr', 'bate', 'proposal', 'totally', 'benefit', 'club', 'content', 'Mr', 'bate', 'leeds', 'unite', 'continue', 'consolidate', 'move', 'forward', 'take', 'leeds', 'unite', 'march', '2004', 'club', 'debt', '¬', '£', '103m', 'since', 'date', 'board', 'succeed', 'reduce', 'debt', '¬', '£', '25m', 'work', 'tirelessly', 'solve', 'problem', 'leeds', 'unite', 'eighty', 'percent', 'problem', 'already', 'overcome', 'come', 'agreement', 'Mr', 'bate', 'secure', 'ongoing', 'success', 'Krasner', 'reveal', 'consortium', 'ask', 'remain', 'background', 'club', 'undisclosed', 'period', 'help', 'ensure', 'smooth', 'hand-over', 'stay', 'unpaid', 'capacity', 'peter', 'lorimer', 'continue', 'role', 'director', 'point', 'contact', 'fan', 'peter', 'mccormick', 'serve', 'consultant', 'incoming', 'board', 'outgoing', 'director', 'agree', 'leave', 'loan', '¬', '£', '4.5m', 'company', 'next', 'four', 'year', 'leeds', 'new-look', 'board', 'understand', 'lorimer', 'join', 'former', 'chelsea', 'finance', 'director', 'yvonne', 'todd', 'bate', 'lawyer', 'mark', 'taylor', 'Krasner', 'refuse', 'give', 'detail', 'finance', 'involve', 'takeover', 'tell', 'bbc', 'five', 'live', ':', 'go', 'figure', 'ken', 'want', 'give', 'tell', 'money', 'use', 'dea', 'l', 'money', 'current', 'board', 'last', 'four', 'month', 'never', 'see', 'cheque', 'week', 'one', 'person', 'stretch', 'figure', 'discuss', 'internal', 'arrangement', 'bate', 'step', 'chelsea', 'chairman', 'march', 'last', 'year', 'follow', 'roman', 'Abramovich', '¬', '£', '140m', 'takeover', 'Stamford', 'bridge', 'may', 'make', 'proposal', 'invest', '¬', '£', '10m', 'sheffield', 'Wednesday', 'reject', 'club', 'Sebastien', 'Sainsbury', 'close', 'takeover', 'leeds', 'withdraw', '¬', '£', '25m', 'offer', 'last', 'week', 'effort', 'fail', 'reveal', 'would', 'take', '¬', '£', '40m', 'stage', 'takeover', 'club', 'also', 'lose', '¬', '£', '10m', 'next', 'six', 'month', 'club', 'brink', 'administration', 'deduction', '10', 'point', 'football', 'league', 'bate', 'arrival', 'investment', 'spare', 'prospect']"
23,"['cole', 'face', 'lengthy', 'injury', 'lay-off', 'aston', 'villa', 'carlton', 'cole', 'could', 'six', 'week', 'knee', 'injury', 'striker', 'season-long', 'loan', 'chelsea', 'pick', 'knock', 'england', 'under-21', 'match', 'holland', 'earlier', 'month', 'carlton', 'action', 'four', 'six', 'week', 'bad', 'challenge', 'say', 'villa', 'boss', 'david', 'leary', 'win', 'able', 'tell', 'whether', 'need', 'operation', 'maybe', 'next', 'week', 'whether', 'operation', 'get', 'leave', 'chelsea', 'cole', 'also', 'struggle', 'ankle', 'problem', 'earlier', 'season', 'unable', 'rest', 'leary', 'shortage', 'striker', 'return', 'fitness', 'Darius', 'Vassell', 'four', 'month', 'break', 'ankle', 'emergence', 'Luke', 'Moore', 'alleviate', 'villa', 'manager', 'problem', 'department']"
